sample_name,my_strain,pq,af_label,sample_num,date_time,time,dcw,od600,glucose,acetate,formate,ethanol,lactate,succinate,pyruvate,org_file,id_num,ale_strain,media_num,condition,replicate,timecourse_name
0_0__0pq__rep1__samp0,0_0,0,A1.F2,0,2022-06-15 13:27:29,0,0.01782105,0.012675,,,,,,,,ROS_HPLC_Plate_4.xlsx,ID # 1,BOP1000,1966,0_0__0pq,1,0_0__0pq__rep1
0_0__0pq__rep1__samp1,0_0,0,A1.F2,1,2022-06-15 14:32:29,1.0833333333721384,0.05764600000000001,0.041,31.09,0,0,,,0,0,ROS_HPLC_Plate_4.xlsx,ID # 1,BOP1000,1966,0_0__0pq,1,0_0__0pq__rep1
0_0__0pq__rep1__samp2,0_0,0,A1.F2,2,2022-06-15 15:55:59,2.4750000003841706,0.268546,0.191,27.53,2.46,0,,,0,0,ROS_HPLC_Plate_4.xlsx,ID # 1,BOP1000,1966,0_0__0pq,1,0_0__0pq__rep1
0_0__0pq__rep1__samp3,0_0,0,A1.F2,3,2022-06-15 17:47:17,4.330000000249129,0.9251480000000001,0.658,9.11,13.9,20.27,,,0,0,ROS_HPLC_Plate_4.xlsx,ID # 1,BOP1000,1966,0_0__0pq,1,0_0__0pq__rep1
0_0__0pq__rep1__samp4,0_0,0,A1.F2,4,2022-06-15 17:52:02,4.409166666737292,0.9321780000000002,0.663,7.89,14.75,21.69,,,0,0,ROS_HPLC_Plate_4.xlsx,ID # 1,BOP1000,1966,0_0__0pq,1,0_0__0pq__rep1
0_0__0pq__rep1__samp5,0_0,0,A1.F2,5,2022-06-15 23:59:32,10.5341666667955,1.039034,0.739,,,,,,,,ROS_HPLC_Plate_4.xlsx,ID # 1,BOP1000,1966,0_0__0pq,1,0_0__0pq__rep1
0_0__0pq__rep2__samp0,0_0,0,A2.F2,0,2022-06-15 13:39:07,0,0.0177156,0.0126,,,,,,,,ROS_HPLC_Plate_4.xlsx,ID # 2,BOP1000,1966,0_0__0pq,2,0_0__0pq__rep2
0_0__0pq__rep2__samp1,0_0,0,A2.F2,1,2022-06-15 14:41:04,1.032499999855645,0.05905200000000001,0.042,29.4,0,0,,,0,0,ROS_HPLC_Plate_4.xlsx,ID # 2,BOP1000,1966,0_0__0pq,2,0_0__0pq__rep2
0_0__0pq__rep2__samp2,0_0,0,A2.F2,2,2022-06-15 16:00:43,2.359999999869615,0.24605000000000002,0.175,27.12,2.32,0,,,0,0,ROS_HPLC_Plate_4.xlsx,ID # 2,BOP1000,1966,0_0__0pq,2,0_0__0pq__rep2
0_0__0pq__rep2__samp3,0_0,0,A2.F2,3,2022-06-15 17:56:45,4.2938888889038935,0.9574860000000002,0.681,8.52,14.35,21.01,,,0,0,ROS_HPLC_Plate_4.xlsx,ID # 2,BOP1000,1966,0_0__0pq,2,0_0__0pq__rep2
0_0__0pq__rep2__samp4,0_0,0,A2.F2,4,2022-06-15 18:01:29,4.372777777723968,0.9757640000000001,0.694,6.53,13.02,19.9,,,0,0,ROS_HPLC_Plate_4.xlsx,ID # 2,BOP1000,1966,0_0__0pq,2,0_0__0pq__rep2
