,subsystem,0_0,1_4_750pq,2_2_750pq,1_2_750pq,3_1_750pq,1_0_750pq,2_3_750pq,3_2_750pq,3_4_750pq,3_3_750pq,1_3_750pq,1_1_750pq
12DGR120tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
12DGR140tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
12DGR141tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
12DGR160tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
12DGR161tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
12DGR180tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
12DGR181tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
12PPDRtex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
12PPDRtpp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
12PPDStex,"Transport, Outer Membrane Porin",1.71538478113866E-24,0,0,0,0,0,0,0,0,0,0,0
12PPDStpp,"Transport, Inner Membrane",1.71538478113866E-24,0,0,0,0,0,0,0,0,0,0,0
14GLUCANabcpp,"Transport, Inner Membrane",2.3525813109558E-22,0,0,0,0,0,0,0,0,0,0,0
14GLUCANtexi,"Transport, Outer Membrane",2.29475769555537E-23,0,0,0,0,0,0,0,0,0,0,0
23CAMPtex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
23CCMPtex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
23CGMPtex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
23CUMPtex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
23DAPPAt2pp,"Transport, Inner Membrane",1.53888199866595E-23,0,0,0,0,0,0,0,0,0,0,0
23DAPPAtex,"Transport, Outer Membrane Porin",1.53888199866595E-23,0,0,0,0,0,0,0,0,0,0,0
23PDE2pp,Nucleotide Salvage Pathway,0,0,0,0,0,0,0,0,0,0,0,0
23PDE4pp,Nucleotide Salvage Pathway,0,0,0,0,0,0,0,0,0,0,0,0
23PDE7pp,Nucleotide Salvage Pathway,0,0,0,0,0,0,0,0,0,0,0,0
23PDE9pp,Nucleotide Salvage Pathway,0,0,0,0,0,0,0,0,0,0,0,0
26DAHtex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
2AGPA120tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPA140tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPA141tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPA160tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPA161tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPA180tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPA181tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPE120tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPE140tipp,"Transport, Inner Membrane",-2.75057456041429E-24,0,0,0,0,0,0,0,0,0,0,0
2AGPE141tipp,"Transport, Inner Membrane",2.75057456041429E-24,0,0,0,0,0,0,0,0,0,0,0
2AGPE160tipp,"Transport, Inner Membrane",0.002168747256639,0.002137526340526,0.002173635538303,0.00211168062893,0.001546034432722,0.001988167663484,0.002042386224719,0.002139115406404,0.001577261592647,0.001673822658998,0.001855657034701,0.001787932602977
2AGPE161tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPE180tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPE181tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPEAT120,Glycerophospholipid Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
2AGPEAT140,Glycerophospholipid Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
2AGPEAT141,Glycerophospholipid Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
2AGPEAT160,Glycerophospholipid Metabolism,0.002168747256639,0.002137526340526,0.002173635538303,0.00211168062893,0.001546034432722,0.001988167663484,0.002042386224719,0.002139115406404,0.001577261592647,0.001673822658998,0.001855657034701,0.001787932602977
2AGPEAT161,Glycerophospholipid Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
2AGPEAT180,Glycerophospholipid Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
2AGPEAT181,Glycerophospholipid Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
2AGPG120tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPG140tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPG141tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPG160tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPG161tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPG180tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPG181tipp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
2AGPGAT120,Glycerophospholipid Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
2AGPGAT140,Glycerophospholipid Metabolism,-5.26692294337612E-24,0,0,0,0,0,0,0,0,0,0,0
2AGPGAT141,Glycerophospholipid Metabolism,-5.03269676592365E-24,0,0,0,0,0,0,0,0,0,0,0
2AGPGAT160,Glycerophospholipid Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
2AGPGAT161,Glycerophospholipid Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
2AGPGAT180,Glycerophospholipid Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
2AGPGAT181,Glycerophospholipid Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
2DGULRGx,Alternate Carbon Metabolism,3.15782880397173E-23,0,0,0,0,0,0,0,0,0,0,0
2DGULRGy,Alternate Carbon Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
2DGULRx,Alternate Carbon Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
2DGULRy,Alternate Carbon Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
2MAHMP,Cofactor and Prosthetic Group Biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
34dhpactex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
3AMACHYD,Nucleotide Salvage Pathway,0,0,0,0,0,0,0,0,0,0,0,0
3AMPtex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
3CMPtex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
3GMPtex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
3HCINNMH,Alternate Carbon Metabolism,1.57891440198586E-23,0,0,0,0,0,0,0,0,0,0,0
3HPPPNH,Alternate Carbon Metabolism,1.57891440198586E-23,0,0,0,0,0,0,0,0,0,0,0
3HPPtex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
3HPPtpp,"Transport, Inner Membrane",0,0,0,0,0,0,0,0,0,0,0,0
3KGK,Alternate Carbon Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
3NTD2pp,Nucleotide Salvage Pathway,0,0,0,0,0,0,0,0,0,0,0,0
3NTD4pp,Nucleotide Salvage Pathway,0,0,0,0,0,0,0,0,0,0,0,0
3NTD7pp,Nucleotide Salvage Pathway,0,0,0,0,0,0,0,0,0,0,0,0
3NTD9pp,Nucleotide Salvage Pathway,0,0,0,0,0,0,0,0,0,0,0,0
3OXCOAT,Alternate Carbon Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
3PEPTabcpp,Murein Recycling,0,0,0,0,0,0,0,0,0,0,0,0
3PEPTtex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
3UMPtex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
42A12BOOXpp,Nitrogen Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
4HOXPACDtex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
4HTHRS,Cofactor and Prosthetic Group Biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
4PCP,Murein Recycling,0,0,0,0,0,0,0,0,0,0,0,0
4PCPpp,Murein Recycling,0,0,0,0,0,0,0,0,0,0,0,0
4PEPTabcpp,Murein Recycling,0,0,0,0,0,0,0,0,0,0,0,0
4PEPTtex,"Transport, Outer Membrane Porin",0,0,0,0,0,0,0,0,0,0,0,0
5DGLCNR,Alternate Carbon Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
5DGLCNt2rpp,"Transport, Inner Membrane",1.92237060735215E-23,0,0,0,0,0,0,0,0,0,0,0
5DGLCNtex,"Transport, Outer Membrane Porin",1.92237060735215E-23,0,0,0,0,0,0,0,0,0,0,0
5DOAN,Cofactor and Prosthetic Group Biosynthesis,5.96552048771631E-05,6.17617191038207E-05,6.30930069800352E-05,6.02595077664194E-05,3.72039180818338E-05,5.29380387066659E-05,5.57172917554351E-05,6.16339475272513E-05,3.8692059322442E-05,4.25651515879714E-05,4.93677415638939E-05,4.48357180459489E-05
5MTRtex,"Transport, Outer Membrane Porin",-0.000105311279017,-0.000103246883123,-0.000105716810172,-0.000100544469185,-6.32884299925256E-05,-9.19176495157338E-05,-9.58447936973323E-05,-0.000102921093545,-6.49840684227401E-05,-7.11542821150785E-05,-8.30597122108347E-05,-7.87548785855409E-05
5MTRtpp,"Transport, Inner Membrane",0.000105311279017,0.000103246883123,0.000105716810172,0.000100544469185,6.32884299925256E-05,9.19176495157338E-05,9.58447936973323E-05,0.000102921093545,6.49840684227401E-05,7.11542821150785E-05,8.30597122108347E-05,7.87548785855409E-05
A5PISO,Alternate Carbon Metabolism,0.02334,0.023018017350071,0.02338938114917,0.022685989204756,0.016673741087517,0.021383039320197,0.021967443209633,0.023003999958388,0.016994261959726,0.018042713808468,0.019989948845384,0.019280057953471
AACTOOR,Methylglyoxal Metabolism,0,0,0,0,0,0,0,0,0,0,0,0
AADDGT,Cell Envelope Biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
